exp_id,fish_id,t,x,y,timestep,x_translated,y_translated,u,v,u_translated,v_translated
1204,1,0.8,0.0002,0.1244,0,1.0002,1.1244,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
1204,1,1.4,-0.1052,0.1203,1,0.8948,1.1203,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
1204,1,2.84,-0.2366,0.0011,2,0.7634,1.0011,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
1204,1,3.44,-0.2376,-0.0315,3,0.7624,0.9685,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
1204,1,4.6,-0.1798,-0.1235,4,0.8202,0.8765000000000001,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
1204,1,5.48,-0.1441,-0.1561,5,0.8559,0.8439,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
1204,1,6.08,-0.1141,-0.1445,6,0.8859,0.8555,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
1204,1,6.72,-0.0868,-0.1579,7,0.9132,0.8421,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
1204,1,8.4,0.1524,-0.0046,8,1.1524,0.9954,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
1204,1,8.88,0.1501,0.0857,9,1.1501000000000001,1.0857,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
1204,1,9.56,0.062,0.1724,10,1.062,1.1724,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
1204,1,10.16,-0.0128,0.2019,11,0.9872,1.2019,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
1204,1,10.76,-0.0839,0.1475,12,0.9161,1.1475,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
1204,1,11.2,-0.1508,0.1209,13,0.8492,1.1209,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
1204,1,11.92,-0.1963,0.048,14,0.8037,1.048,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
1204,1,12.52,-0.2025,-0.0243,15,0.7975,0.9757,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
1204,1,13.08,-0.1655,-0.0697,16,0.8345,0.9303,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
1204,1,13.96,-0.1189,-0.1656,17,0.8811,0.8344,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
1204,1,15.2,-0.0362,-0.1921,18,0.9638,0.8079000000000001,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
1204,1,16.4,0.0858,-0.0766,19,1.0858,0.9234,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
1204,1,17.24,0.1451,-0.0477,20,1.1451,0.9523,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
1204,1,17.8,0.1828,-0.0299,21,1.1828,0.9701,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
1204,1,19.28,0.1615,0.0874,22,1.1615,1.0874,0.0,0.0,0.0,0.0
1204,2,0.8,0.0133,0.1654,0,1.0133,1.1654,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
1204,2,1.4,-0.071,0.1749,1,0.929,1.1749,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
1204,2,2.84,-0.2272,0.087,2,0.7727999999999999,1.087,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
1204,2,3.44,-0.2518,0.03,3,0.7482,1.03,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
1204,2,4.6,-0.2114,-0.1094,4,0.7886,0.8906000000000001,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
1204,2,5.48,-0.1621,-0.1842,5,0.8379,0.8158,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
1204,2,6.08,-0.1498,-0.2119,6,0.8502000000000001,0.7881,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
1204,2,6.72,-0.1023,-0.2253,7,0.8976999999999999,0.7746999999999999,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
1204,2,8.4,0.1591,-0.0519,8,1.1591,0.9480999999999999,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
1204,2,8.88,0.1597,0.0006,9,1.1597,1.0006,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
1204,2,9.56,0.1508,0.0545,10,1.1508,1.0545,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
1204,2,10.16,0.1309,0.1126,11,1.1309,1.1126,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
1204,2,10.76,0.0643,0.1573,12,1.0643,1.1573,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
1204,2,11.2,-0.0245,0.1417,13,0.9755,1.1417,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
1204,2,11.92,-0.1107,0.1027,14,0.8893,1.1027,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
1204,2,12.52,-0.1547,0.0907,15,0.8452999999999999,1.0907,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
1204,2,13.08,-0.1649,0.0149,16,0.8351,1.0149,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
1204,2,13.96,-0.1423,-0.0906,17,0.8577,0.9094,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
1204,2,15.2,-0.0965,-0.1749,18,0.9035,0.8251,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
1204,2,16.4,0.0601,-0.0622,19,1.0601,0.9378,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
1204,2,17.24,0.1238,-0.0173,20,1.1238,0.9827,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
1204,2,17.8,0.1579,-0.0036,21,1.1579,0.9964,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
1204,2,19.28,0.1011,0.1498,22,1.1011,1.1498,0.0,0.0,0.0,0.0
1204,3,0.8,-0.0671,0.1721,0,0.9329,1.1721,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
1204,3,1.4,-0.1721,0.1322,1,0.8279,1.1322,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
1204,3,2.84,-0.2296,0.0537,2,0.7704,1.0537,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
1204,3,3.44,-0.2321,0.0477,3,0.7679,1.0477,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
1204,3,4.6,-0.2324,0.0425,4,0.7676000000000001,1.0425,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
1204,3,5.48,-0.231,0.0306,5,0.769,1.0306,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
1204,3,6.08,-0.2166,-0.0256,6,0.7834,0.9744,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
1204,3,6.72,-0.1837,-0.119,7,0.8163,0.881,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
1204,3,8.4,-0.0017,-0.0567,8,0.9983,0.9433,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
1204,3,8.88,0.0262,0.035,9,1.0262,1.035,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
1204,3,9.56,-0.011,0.1499,10,0.989,1.1499,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
