exp_id,fish_id,t,x,y,timestep,x_translated,y_translated,u,v,u_translated,v_translated
38,1,1.4,0.0566,0.137,0,1.0566,1.137,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,1,3.04,0.1002,-0.0162,1,1.1002,0.9838,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,1,3.96,0.1245,-0.0603,2,1.1245,0.9397,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,1,5.84,0.129,0.067,3,1.129,1.067,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
38,1,6.68,0.0551,0.152,4,1.0551,1.152,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
38,1,7.52,-0.0389,0.1641,5,0.9611,1.1641,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
38,1,8.12,-0.1206,0.1601,6,0.8794,1.1601,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
38,1,8.68,-0.1926,0.0977,7,0.8074,1.0977,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
38,1,9.2,-0.2034,0.0207,8,0.7966,1.0207,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
38,1,9.8,-0.2228,-0.0369,9,0.7772,0.9631,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,1,10.44,-0.1906,-0.0977,10,0.8094,0.9023,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,1,11.12,-0.1248,-0.1343,11,0.8752,0.8657,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,1,12.12,-0.0332,-0.1813,12,0.9668,0.8187,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,1,13.76,0.019,-0.2067,13,1.019,0.7933,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
38,1,14.88,-0.0069,-0.1614,14,0.9931,0.8386,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
38,1,16.0,-0.1104,-0.1221,15,0.8896,0.8779,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,1,17.96,0.0336,-0.2177,16,1.0336,0.7823,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,1,18.92,0.0795,-0.218,17,1.0795,0.782,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,1,20.16,0.1875,-0.0904,18,1.1875,0.9096,0.0,0.0,0.0,0.0
38,2,1.4,-0.0956,0.0727,0,0.9044,1.0727,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,2,3.04,-0.0015,-0.1116,1,0.9985,0.8884,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,2,3.96,0.0389,-0.176,2,1.0389,0.8240000000000001,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,2,5.84,0.1399,-0.0199,3,1.1399,0.9801,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,2,6.68,0.1405,0.0496,4,1.1405,1.0496,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
38,2,7.52,0.1025,0.1289,5,1.1025,1.1289,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
38,2,8.12,0.0338,0.159,6,1.0338,1.159,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
38,2,8.68,-0.0589,0.1326,7,0.9411,1.1326,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
38,2,9.2,-0.1107,0.0908,8,0.8893,1.0908,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
38,2,9.8,-0.133,0.0249,9,0.867,1.0249,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
38,2,10.44,-0.1443,-0.0287,10,0.8557,0.9713,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,2,11.12,-0.0812,-0.1147,11,0.9188000000000001,0.8853,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,2,12.12,0.038,-0.1317,12,1.038,0.8683,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,2,13.76,0.0558,-0.2012,13,1.0558,0.7988,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
38,2,14.88,0.0186,-0.1755,14,1.0186,0.8245,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
38,2,16.0,-0.0849,-0.0465,15,0.9151,0.9535,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,2,17.96,-0.0137,-0.1973,16,0.9863,0.8027,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,2,18.92,0.0551,-0.2115,17,1.0551,0.7885,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,2,20.16,0.1547,-0.0594,18,1.1547,0.9406,0.0,0.0,0.0,0.0
38,3,1.4,-0.0113,0.1179,0,0.9887,1.1179000000000001,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,3,3.04,0.0463,-0.0513,1,1.0463,0.9487,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
38,3,3.96,0.0424,-0.1259,2,1.0424,0.8741,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,3,5.84,0.137,0.049,3,1.137,1.049,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
38,3,6.68,0.0788,0.0811,4,1.0788,1.0811,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
38,3,7.52,-0.0203,0.095,5,0.9797,1.095,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
38,3,8.12,-0.0793,0.1035,6,0.9207,1.1035,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
38,3,8.68,-0.1614,0.0597,7,0.8386,1.0597,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
38,3,9.2,-0.1964,-0.0254,8,0.8036,0.9746,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,3,9.8,-0.1813,-0.1145,9,0.8187,0.8855,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,3,10.44,-0.1235,-0.1745,10,0.8765000000000001,0.8255,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,3,11.12,-0.0591,-0.199,11,0.9409,0.8009999999999999,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,3,12.12,0.0424,-0.1921,12,1.0424,0.8079000000000001,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,3,13.76,0.0992,-0.1877,13,1.0992,0.8123,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
38,3,14.88,0.0973,-0.0959,14,1.0973,0.9041,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
38,3,16.0,-0.0119,0.0058,15,0.9881,1.0058,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,3,17.96,0.0115,-0.1905,16,1.0115,0.8095,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,3,18.92,0.0509,-0.172,17,1.0509,0.8280000000000001,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,3,20.16,0.1246,-0.0842,18,1.1246,0.9158,0.0,0.0,0.0,0.0
38,4,1.4,-0.2185,0.0512,0,0.7815,1.0512,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,4,3.04,0.0512,0.026,1,1.0512,1.026,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,4,3.96,0.1427,-0.1081,2,1.1427,0.8919,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,4,5.84,0.1697,0.098,3,1.1697,1.098,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
38,4,6.68,0.0558,0.198,4,1.0558,1.198,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
38,4,7.52,-0.1088,0.1808,5,0.8912,1.1808,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
38,4,8.12,-0.1787,0.1576,6,0.8213,1.1576,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
38,4,8.68,-0.2269,0.0621,7,0.7731,1.0621,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
38,4,9.2,-0.2449,-0.0426,8,0.7551,0.9574,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,4,9.8,-0.2042,-0.1179,9,0.7958000000000001,0.8821,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,4,10.44,-0.1485,-0.1818,10,0.8515,0.8182,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,4,11.12,-0.0913,-0.2174,11,0.9087,0.7826,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,4,12.12,-0.0728,-0.232,12,0.9272,0.768,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,4,13.76,-0.0437,-0.2353,13,0.9563,0.7646999999999999,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,4,14.88,0.0602,-0.1231,14,1.0602,0.8769,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
38,4,16.0,-0.1043,-0.0157,15,0.8956999999999999,0.9843,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,4,17.96,0.0041,-0.2237,16,1.0041,0.7763,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,4,18.92,0.0896,-0.188,17,1.0896,0.812,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
38,4,20.16,0.1995,-0.0752,18,1.1995,0.9248,0.0,0.0,0.0,0.0
