exp_id,fish_id,t,x,y,timestep,x_translated,y_translated,u,v,u_translated,v_translated
321,1,1.04,-0.2362,0.0645,0,0.7638,1.0645,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
321,1,2.04,-0.2339,0.0678,1,0.7661,1.0678,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
321,1,2.88,-0.2405,0.0808,2,0.7595000000000001,1.0808,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
321,1,3.24,-0.242,0.0814,3,0.758,1.0814,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
321,1,4.72,-0.2206,0.1349,4,0.7794,1.1349,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
321,1,5.2,-0.2181,0.1387,5,0.7819,1.1387,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
321,1,7.32,0.0611,0.184,6,1.0611,1.184,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
321,1,8.16,0.1417,0.092,7,1.1417,1.092,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
321,1,9.76,0.182,-0.0262,8,1.182,0.9738,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
321,1,10.68,0.0813,0.1341,9,1.0813,1.1341,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
321,1,11.4,-0.0736,0.1594,10,0.9264,1.1594,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
321,1,11.88,-0.1402,0.1044,11,0.8598,1.1044,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
321,1,12.84,-0.1943,-0.0111,12,0.8057,0.9889,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
321,1,13.28,-0.205,-0.0361,13,0.795,0.9639,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
321,1,13.72,-0.2031,-0.0843,14,0.7968999999999999,0.9157,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
321,1,15.72,-0.0264,-0.2197,15,0.9736,0.7803,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
321,1,16.84,0.0221,-0.2225,16,1.0221,0.7775,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
321,1,17.4,0.0492,-0.2216,17,1.0492,0.7784,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
321,1,17.92,0.0898,-0.1985,18,1.0898,0.8015,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
321,1,18.6,0.1126,-0.0781,19,1.1126,0.9218999999999999,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
321,1,19.16,0.1017,-0.0129,20,1.1017,0.9871,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
321,1,19.8,0.0806,0.0813,21,1.0806,1.0813,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
321,1,22.44,-0.2038,0.0932,22,0.7962,1.0932,0.0,0.0,0.0,0.0
321,2,1.04,-0.2143,-0.023,0,0.7857000000000001,0.977,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
321,2,2.04,-0.2183,-0.034,1,0.7817000000000001,0.966,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
321,2,2.88,-0.1692,0.0113,2,0.8308,1.0113,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
321,2,3.24,-0.1757,0.0694,3,0.8243,1.0694,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
321,2,4.72,-0.1911,0.1638,4,0.8089,1.1638,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
321,2,5.2,-0.1924,0.1761,5,0.8076,1.1761,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
321,2,7.32,0.0117,0.1925,6,1.0117,1.1925,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
321,2,8.16,0.0967,0.0762,7,1.0967,1.0762,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476
321,2,9.76,0.132,0.0019,8,1.1320000000000001,1.0019,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
